fila_excel,CustomerID
273266,14259
217003,14530
165299,17511
457776,12589
81530,17507
119856,17542
280222,15660
196582,16813
307305,17675
401144,14911
125112,17017
377453,16401
135805,14159
70250,14257
28990,16455
176809,13969
380360,13078
520483,14594
219537,13115
506334,18096
301434,13720
406173,17973
509389,18118
244318,18171
242456,17188
216683,13050
205615,16624
171169,13229
358870,17131
8235,15716
285168,17841
441641,15745
443381,16033
463113,16726
526498,15159
97958,12845
225962,14730
411991,17361
411446,16311
389584,17459
746,15983
375464,14291
348365,16369
197589,16146
451393,13018
223822,15939
177078,13081
530980,17290
519145,17841
338907,17037
103048,15951
261325,13420
97388,13767
181361,13458
4690,15574
434386,16367
299345,14525
269568,12431
180556,15596
312167,16340
387834,14911
456524,12748
194410,12437
468238,13735
198996,14546
93592,12654
538154,14056
358320,16326
442799,14963
331938,12971
88778,17841
151981,18226
261678,15493
4384,17581
20447,15856
455676,16904
29435,17041
453902,16003
74331,17180
222313,12409
310494,15005
11888,15301
171258,17874
377450,14533
176735,12451
212099,13294
224088,13517
526083,14083
507149,16800
156599,17362
116730,14056
292607,13451
328306,17841
233081,12429
227486,15574
292904,12877
232933,17897
189421,13089
472597,15900
483848,17561
388531,16549
467845,14911
14132,12681
296411,17442
42437,18116
427161,14653
242016,13895
296319,12384
37952,17069
191271,14755
512807,17841
146072,14646
95860,14502
126565,12428
237786,17799
165452,17402
125084,17043
418359,15656
73819,14239
321944,16638
464467,14494
8078,18118
127323,13081
322058,13629
503879,16592
86896,17850
152960,14628
535369,16523
388518,16549
353794,12910
360727,16383
52091,16112
64462,12637
484936,16931
295269,17841
331407,17004
237925,12412
189137,15382
113414,13975
253761,17651
307115,14246
248498,17975
273668,13098
169842,16965
100836,14841
227830,18165
125723,14232
105464,12428
207430,16567
284189,17695
102439,17663
286391,16984
223925,18069
3483,14388
72808,16918
72143,16714
109469,16333
361443,14096
304727,12688
290297,13709
133717,14758
443125,14174
417391,15805
276971,13230
380181,14317
467701,15009
12359,17019
293846,14606
523074,14546
98882,13285
347673,14356
452587,14621
276546,13477
276997,14367
449474,16837
374769,13319
116423,14841
336830,16984
120703,13451
493397,14049
436022,15804
102274,13001
345027,17652
381036,14819
194263,17505
497324,12913
234981,12444
34552,17315
186769,14646
334582,13124
61741,18118
21601,17097
399611,16533
341344,12457
445118,17761
328181,12526
190614,15854
308965,15796
127460,12867
353227,12657
236784,14640
422014,12433
124757,14194
452119,15392
255821,17031
374713,15111
332863,16515
503029,18145
331922,13769
279746,17238
466958,14096
152250,15214
119730,14016
350742,14096
472835,16814
332930,12637
194962,14060
98349,18196
299636,14534
537003,15443
488403,18139
44428,16532
444735,12357
107676,17567
339557,15998
421207,15948
397299,16168
258191,13678
179221,13975
149826,15189
465046,14606
367075,17348
177136,13952
179589,15704
293330,16549
391825,13969
273223,15108
26166,16011
211163,15184
459905,12517
172377,16554
255734,16091
482951,16360
171754,15210
185844,13662
413370,14432
7888,14813
123768,15861
377600,14936
91353,16509
353565,13804
316236,16126
418384,13871
26297,15998
214731,16612
84641,14688
113810,13373
169240,17854
534141,16368
345597,13566
299688,14790
422412,13735
248993,17841
329708,14530
280573,12523
441701,17769
227694,14527
384489,16900
506616,16347
103867,13004
361232,15344
131655,13488
34562,12621
147147,15529
215040,16520
194685,14758
386109,16595
185702,14056
506458,16744
342437,17786
57304,13854
229012,12484
44648,15358
258260,17444
459006,16386
433119,14505
482699,16762
68974,15039
336310,15392
469817,17357
307553,14529
484066,15044
402296,17612
34211,14985
409656,15159
279347,15311
291280,14713
26562,17618
414135,14607
505064,17595
3068,13576
295468,14646
345640,13566
294337,16788
414907,15786
12575,13468
527308,14219
289874,13985
304354,15541
59860,13859
463846,13178
479325,13050
49535,17555
499374,17727
223825,15939
508556,14096
407720,15006
332003,14410
381095,13422
338658,17365
194668,13572
54456,14587
70298,14298
217163,14958
409658,15159
524978,12748
149804,18040
349980,18228
25337,14800
411626,13157
295324,14334
111994,14817
34250,13004
145196,14606
45681,14680
463629,14788
19913,12797
182543,12843
49933,18260
361936,13314
437521,16602
34207,14985
327628,14796
189898,17400
169960,15891
77043,14688
444628,14868
443260,16488
13235,17320
130667,15021
427214,15680
259911,12722
479647,17841
392838,13842
271991,13571
487688,16712
521066,18245
373980,15105
356244,14911
18977,12870
39405,15867
397159,18228
131958,16904
448543,16764
8349,17059
335652,14456
458915,14125
469946,17231
344393,16108
242070,14646
341969,14306
227804,16904
206585,13798
132473,14235
110554,13263
407657,12370
105924,12679
188160,13451
142153,13758
306946,14709
134831,13357
541714,16626
447863,17964
453885,12708
88022,13672
478799,14456
69824,14130
401030,17858
254711,16112
92520,16839
472767,16669
331901,17811
149373,17869
304289,13004
200893,17841
22266,15555
98937,13184
447108,15805
29385,14961
321522,16923
100873,16719
464329,12689
174679,15311
492090,16376
497276,17228
446850,17757
436051,16205
497598,16271
72527,14733
124639,15019
147304,14606
128854,13694
170169,13571
424928,16554
303293,17841
30190,16556
477642,17183
171217,15952
311642,13901
187292,12748
442148,13527
391865,16161
426201,17609
29477,15039
172352,15376
463744,18069
51145,12681
522325,13838
33543,15789
3824,17850
258240,17444
305621,13273
368409,17724
489935,16633
541189,12423
357561,15916
155223,17511
264050,15187
382600,15766
58791,18069
440063,17274
524012,13736
362472,15443
126031,14769
14140,12681
159030,16770
283918,13928
384627,15615
400474,12474
101398,13751
146285,14546
342183,14608
377817,12700
142800,12888
111944,15903
358476,14285
80250,13576
514077,18283
395116,17063
424962,14397
38619,14733
485227,15426
534346,17602
173241,16210
12931,17191
249701,15555
117389,16652
476585,16161
132156,13263
442944,16372
17730,16016
41600,15235
328285,17841
179804,16393
472572,15900
510739,14711
204085,13268
169552,16188
413761,14704
372438,14193
213191,16923
117286,14329
174214,12886
398254,15453
217004,14530
226209,13408
