fila_excel,CustomerID
71543,13405
123976,17685
89377,17346
381965,17813
417768,16549
157106,12582
8628,15570
381983,17813
356945,16910
353489,12854
41740,12585
21828,15596
146441,14535
476099,15443
280387,13458
473281,12569
21754,17017
305951,13319
524172,12490
79153,17511
480485,14390
281578,15105
345427,17841
416430,14096
188442,17337
468433,17974
192901,18043
308640,14414
394818,14211
70816,13198
4873,15646
535142,17449
54245,13488
478865,16558
384418,15874
333135,18237
200556,15288
195662,12481
381449,12757
288307,16168
385590,16326
113563,12662
516278,15444
151693,13632
234452,12759
503863,16923
39689,15034
456513,12748
334638,15527
346498,17073
314483,14837
78829,16110
122234,18168
406120,14229
185939,17664
455573,12599
168499,16942
121896,17716
183092,16791
78147,14850
129696,12539
105644,15676
474963,12748
34445,14769
454554,14456
406046,16123
334602,17317
242116,15065
331435,15144
46055,18283
4177,17850
226311,14461
233747,14796
28688,17890
531064,14606
19470,16700
165703,12506
328737,17735
1281,12433
306956,14709
375877,15339
345320,15947
140991,17075
214072,15005
103858,13004
148535,15719
229224,15907
344050,15498
25194,14062
390310,13109
506625,13263
386650,14801
422241,16265
475438,12662
364859,14298
64976,15498
444202,17920
469763,12474
384307,12856
347450,14704
331151,13577
253700,13263
130111,12399
107149,15061
12542,16550
287584,17809
80396,17337
389870,14096
169055,15237
462090,15429
329683,14530
19598,12433
69785,15052
118889,16005
80301,17841
378662,14099
127739,18225
389496,17589
296557,15615
526873,18015
488748,14911
102913,15738
288526,13209
55237,14514
375411,16556
340817,13634
169610,17954
304983,16945
537530,16442
128678,15998
378289,12471
524007,13736
485805,12583
453771,15531
200083,17611
200067,17611
471887,15584
372646,14096
112936,15834
382955,17231
513058,14794
240618,15644
54053,14270
104526,17841
409514,12556
401323,13069
216424,17015
534036,15498
389754,14096
284783,15532
285278,17173
456512,12748
147395,16670
539898,12748
477170,14034
375222,15529
403258,15678
408497,14261
179186,14161
114923,14936
475854,12753
538980,14796
94540,16393
305597,13381
458889,16912
341564,14292
463033,15787
389965,14096
95376,13097
93633,18116
139418,16949
64544,17811
483931,16533
419446,16071
442880,16372
510909,16549
345202,14056
150316,14030
421228,12523
269563,12431
