fila_excel,CustomerID
666,12838
97379,13767
531298,14871
293212,15640
461514,17920
110545,13263
171557,14735
352834,16558
25742,17218
43397,13680
174977,12540
220764,17731
307177,15701
97389,13767
165728,16133
7252,16725
129074,16110
516889,13159
214035,17841
388565,16549
517014,15021
428613,13186
224392,14177
131936,16904
231802,16813
465548,12553
71960,14978
252147,17841
112850,15834
2135,12921
351084,13959
329395,14709
449515,18177
427130,14653
446161,13599
137108,17719
431647,15977
293259,13418
280676,17841
174280,13220
530405,17914
159257,15555
378261,16140
242311,12748
154116,16729
408929,14646
319805,14513
187414,14021
409850,13761
493505,14049
75335,17329
82463,14462
248623,13901
171202,17720
313076,17841
200224,16592
371474,16007
51124,12681
463710,13451
411950,12712
416370,14096
388098,15608
57610,14329
103034,15951
408909,14646
71358,17515
258564,16701
56050,14978
113154,13340
63324,16904
230232,17841
280238,13824
110538,13263
271188,15529
326302,13881
483247,17555
446216,14623
345985,14769
477287,17985
54532,14606
488330,16956
490328,13488
213839,14159
356974,14014
100798,15910
74810,17188
113483,12748
240523,15644
360254,13389
350051,17511
407977,14799
130752,16859
150071,16558
303034,16488
38972,12681
366554,18235
454424,14606
261456,15039
409557,12556
311389,16968
